Megan Wolf Nutrition,nutritionists,"Megan Wolf is a New York City based Registered Dietitian and the owner of Megan Wolf Nutrition LLC, a nutrition counseling and consulting private practice. She holds a Masters degree in Clinical Nutrition from New York University.

Megan specializes in women's, pediatric and family nutrition.  She works with busy families to menu plan, navigate the aisles of the grocery store and incorporate healthier, more nutritious options into kids' daily diets. Whether it's working with parents, babysitters, nannies or housekeepers, Megan brings a can-do attitude to the table. Perfect for families in need of a little hands-on time, think of it as your personal ""Kitchen Confidential."" 

Megan also offers weight management counseling, cooking and baking lessons, supermarket tours and corporate wellness services. 

Megan believes no food is off limits, but rather there is room in your diet for all of your favorites.  Simply put: eat better, feel better, live better.",meganwolfnutrition.com,(646) 493-7504,"200 E 78th St Ste 1A New York, NY 10075 ","https://s3-media3.fl.yelpcdn.com/bphoto/S9p5Ox0K83hzw_gneXnHgA/o.jpg,","Nutritionists,",New York,10075
Complete Nutrition & Wellness,nutritionists,"Integrative Nutrition for children and adults
Unique Functional Testing
Weight loss and metabolism optimization
Food Allergies
IBS and Digestive Help
Thyroid Health",completenutritionandwellness.c…,(201) 238-2720,"101 Park Ave Ste 3 Hoboken, NJ 07030 ","https://s3-media2.fl.yelpcdn.com/bphoto/bp92BXbSb2h4RMTGB8gnUg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/peiU4rIH54pNhVO4G8GMQA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/k5XNW85ixD1B-kQ6zpyLvA/o.jpg,","Nutritionists,",Hoboken,07030
"Michael Dardano DC, MSN, RMT",nutritionists,"Dr. Dardano uses a uniquely holistic based approach to his work that fully encompasses the mind, body and spirit. He uses these techniques in concert so that they may create an integrated state of optimal wellness for each individual client. Dr. Dardano specializes in holistic nutrition, applied kinesiology, homeopathy, Bach flower essence therapy, reiki/energy medicine, detoxification, customized meditations, sound healing, cord cutting ceremonies, gentle chiropractic, emotional release techniques, and many other modalities. He uses these techniques in concert so that they may create a state of optimal wellness for each individual patient.  Dr. Dardano is a clinical nutritionist and uses applied kinesiology to customize his treatment plans with high grade nutritional supplements, vitamins, food therapy, and homeopathic remedies. Reiki is an integral part of the practice, because energy medicine has a great impact on the emotional, and physical state of the body. Dr. Dardano spends time teaching and implementing relaxation techniques, meditation practices, and stress management tools with his patients, to help them manage their lives and create a more balanced lifestyle.",doctordardano.com,(917) 463-3764,"151 W 19th St New York, NY 10011 ","https://s3-media3.fl.yelpcdn.com/bphoto/gCaTIB0mKI0hjQxBKGAEHA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/EUKwwxFEx2Frkt8qOuoSyQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/1S7rG8gS6bJjAssoNR5Ljg/o.jpg,","Chiropractors,Nutritionists,Naturopathic/Holistic,",New York,10011
Elanna Edwards,nutritionists,"I specialize in helping women find their healthy balance and cultivate a positive relationship with food and themselves. This includes nutrition education in addition to taking a look at every area of life that effects what, when, where, why, and how much we eat. Together we will create a completely personalized ""roadmap to health"" that suits your unique body, lifestyle, preferences, and goals. Combining healthy eating with fun and enriching ACTions, you will shed physical and emotional layers to reveal your best self!",elannaedwards.com,(703) 915-3273,"Brooklyn, NY 11211 ","https://s3-media4.fl.yelpcdn.com/bphoto/YgmM4zKfLdzOWp_UDwUBLg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/lSrFsiQ4jrwN1Tcbtpy7Vg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/KdqieXhbIo3syV2WIku4uA/o.jpg,","Nutritionists,Health Coach,",Brooklyn,11211
Lisa Goldberg Nutrition,nutritionists,"I help my clients change their behaviors and their relationship with food. What I've found is that people struggle with yo-yo dieting and their weight because of: 
*Their dieters mindset
*They eat too much food
*They eat when eating had nothing to do with physical hunger
*They use food to stuff down or distract from their feelings

I help them identify and change this.",lisagoldbergnutrition.com,(212) 920-0070,"117 West 72nd St Fl 2 New York, NY 10023 ","https://s3-media2.fl.yelpcdn.com/bphoto/yofXsoUBsSYHf3gPqMzZuQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/lcRVXzbX487Kx8IC2yaKWQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/m2IPEX6y0R-kwREnybe00Q/o.jpg,","Nutritionists,Health Coach,",New York,10023
NY Nutrition Group,nutritionists,"Our nutrition counseling services are covered by insurance and can be done virtually via phone or video chat. We specialize in personalized nutrition for weight management, sports nutrition, eating disorders, digestion issues, fertility, PCOS, thyroid, diabetes, and pediatrics. ",nynutritiongroup.com,(646) 660-5661,"136 Madison Ave Fl 5 Manhattan, NY 10016 ","https://s3-media2.fl.yelpcdn.com/bphoto/xMIeHQQd84cvLo2Ve6zs5w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/eF_eKEI2cZFc5bQ2eOLXFg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/AELYwzlujCozgn0nZ88hAQ/o.jpg,","Nutritionists,Dietitians,",Manhattan,10016
"Traci Fields RPA, MS, RD",nutritionists,"Allow me to help you find the path to a healthy and fulfilling lifestyle. I employ a comprehensive approach to promote my clients overall quality of life through preventative medicine, medical nutrition therapy, supervised weight loss, bio-identical hormone replacement therapy. The use of any and all of these modalities has proven successful among all ages, sexes and backgrounds, and have allowed my clients to achieve the best health outcomes.

Areas of Practice:
Medical Weight Loss &amp; Appetite Suppression, Bio-Identical Hormone Replacement Therapy, Medical Nutrition Therapy, Nutrition Supplementation, Functional Medicine.",weightlossspecialistnyc.com,(917) 747-1627,"370 Greenwich St Ste - A New York, NY 10013 ","https://s3-media1.fl.yelpcdn.com/bphoto/_2XSL_xQzy9CEHRZV_gVnQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/vAXMhT6adtviJ8c85JwnZg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/XCQ2IjJjScdtPFJy7QY9vQ/o.jpg,","Nutritionists,Dietitians,Preventive Medicine,",New York,10013
Callie Exas Nutrition & Wellness,nutritionists," Make today the day you stop dieting. Nutrition is personal. I offer individualized nutrition and lifestyle coaching to help you find balance on your plate. Learn how to eat for hormonal balance, gut health, and energy!",callieexas.com,(929) 382-4183,"Brooklyn, NY 11201 ","https://s3-media3.fl.yelpcdn.com/bphoto/62rJLUrXDAPeEtCSqXjj3Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/58sNfSembAao9VmGbv5CsA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Cu8AiwuVQ6iPT_h7b5gLWg/o.jpg,","Nutritionists,",Brooklyn,11201
The FIT Lab,nutritionists,"Small group fitness classes and  private strength and conditioning.  We also have a clinical nutritionist working in-house and  master trainers, with over 10 years experience, designing online exercise programs. 

We provide our clients everything they need to achieve optimal health through efficient and affordable physical training coupled with expert diet strategies.

Our small group training packages allow us to lower the price-point as well as create a community of like-minded athletes that help encourage each other to reach their full potential. Our groups consist of only 2-4 athletes, so the athletes get to know each other and the instructor has acute knowledge of each individuals health history and personal goals.

Ultimately, we strive to give each individual everything they need to reach their health and fitness goals, in a clean and caring environment.",thefitlabhoboken.com,(917) 573-4563,"550 Observer Hwy Hoboken, NJ 07030 ","https://s3-media1.fl.yelpcdn.com/bphoto/vXMH-xeahkZgZS1rgLv1iw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/HFRR1x0hilo4z0wdDgUg0Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/LJ1kkWIaKi2T70ffdY3svw/o.jpg,","Trainers,Nutritionists,",Hoboken,07030
Moss Wellness,nutritionists,"Andrea and her team are Certified Holistic Health &amp; Nutrition Coachs. We work with our clients to help them reach their ideal weight, increase their energy, reduce stress, and feel confident about what to eat. Our team specializes in natural weight loss, getting rid of digestive issues, and revamping your diet to include the foods that work best for your specific body type. We also work with running groups throughout the city to help runners boost their energy, stamina, and performance.

Our individually-designed, highly customized programs will radically improve your health and happiness. Together, we will explore concerns specific to you and your body and discover the tools you need for a lifetime of balance - to feel more vibrant, satiated, and happy.

Moss Wellness has a second office in Union Square, Manhattan. Search for our Union Square office on Yelp or contact us for details.",mosswellness.com,(917) 450-4642,"Brooklyn, NY 11215 ","https://s3-media2.fl.yelpcdn.com/bphoto/fW6YYFWv0Y2mF6jFuV353w/o.jpg,","Nutritionists,",Brooklyn,11215
Just Feel Good,nutritionists,"Hi there, my name is Coleen and I'm a nutrition consultant and wellness entrepreneur running a successful private practice in NYC with an office in Manhattan (Flatiron) and Brooklyn (Prospect Heights). People see me to reach their goal weight, gain energy, eliminate cramps &amp; PMS, mangage PCOS, sleep better, clear up digestive issues, stop sugar addiction, manage depression, clear up skin conditions, speed their metabolism and learn how to eat healthfully in an increasingly unhealthy world. My program is not a quick fix but rather a long term solution to many chronic issues (and yes, dieting is a chronic issue!). Submit a health history form via my website (click ""Get Started"" on the home page) to reserve your free consultation. I take this time to explain all of the details of how the program works, hear more about your goals and determine if we are a good fit. 

""This is the only eating plan in sixty years that I've felt satiated on AND lost weight."" --Susan Kramer, LCSW, Brklyn, NY

""I lost weight, my skin cleared and was amazed to see my PMS dramatically improve and cramps disappear.""--Nidia Medina, Producer, Brklyn,",justfeelgood.com,(646) 552-2556,"36 Plaza St E Prospect Heights, NY 11238 ","https://s3-media3.fl.yelpcdn.com/bphoto/1DL0yxpHdPb5VBdeX_Vwuw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/cV6wum7Mtxh7WS1Ylz_ODA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/aWrKAk65GTUcc5SISPre0Q/o.jpg,","Nutritionists,",Prospect Heights,11238
"Lauren Minchen Nutrition, PLLC",nutritionists,"Disordered eating patterns, emotional eating, pre- and post-natal nutrition, fertility, sports and training nutrition, cardiovascular disease, high blood pressure, high cholesterol, weight loss, pediatric nutrition, Celiac disease, Irritable Bowel Syndrome/Irritable Bowel Disease, food allergies, PCOS, hormonal disorders, menopause, chronic fatigue syndrome, vegetarian/vegan nutrition, and general wellness.",laurenminchen.com,(646) 745-7034,"280 Madison Ave New York, NY 10016 ","https://s3-media1.fl.yelpcdn.com/bphoto/PR62K6FEYvIJsQAJiDvP2w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kSoLrM7h_sEqRR_I7pc5iQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/uC1j-Up57C4hjAuzwdEGCA/o.jpg,","Nutritionists,Dietitians,",New York,10016
Doody Free Girl,nutritionists,"Specializing in gravity colon hydrotherapy (also known as high colonics or high enemas), Doody Free Girl only uses the most natural and effective method of colon cleansing available. Ultra filtered water flushes out the last five feet of your intestinal tract leaving you lighter and more energized! Doody Free Girl also carries science-based and doctor recommended Metagenics probiotics and digestive supplemenets to support a healthy digestion. 15 minute walk from PATH train to NYC.",doodyfreegirl.com,(201) 565-3447,"189 Brunswick St Studio D Jersey City, NJ 07302 ","https://s3-media3.fl.yelpcdn.com/bphoto/V2u3ECjMmYrHXH8fzXcobA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/yBI7tnDeDIVKkfHYazkJ_Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/HU_rJz7u54WaW_hSoODsdA/o.jpg,","Colonics,Naturopathic/Holistic,Hydrotherapy,",Jersey City,07302
Brooklyn Integrative Health Care,nutritionists,"Winner of ""Best of Brooklyn"" in 2013, BIHC is a NY-based holistic wellness center that helps people achieve healthy lifestyle changes. Our motto is ""Prevention is Better than Cure"".

Brooklyn Integrative Health Care is the home of the 8 Weeks to Wellness™ program, the nationally-acclaimed health and fitness program with over 50 locations across the country.

Our mission is to help our clients create the energy to live a happier, healthier and more productive life. With services such as nutrition, chiropractic, physical therapy, personal training, massage, and acupuncture, we provide the structure, motivation, educational content and tools to inspire and empower our clients in their quest to achieve optimal health.",brooklynintegrative.com,(718) 748-6644,"430 79th St Brooklyn, NY 11209 ","https://s3-media3.fl.yelpcdn.com/bphoto/jxUH2Sy4cNb8NFRMynHK8Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/bmt41_1G0oX87v0TWMgkow/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/v3Ir1Uy5DC0ZeruQL9DXMg/o.jpg,","Nutritionists,Chiropractors,Massage Therapy,",Brooklyn,11209
"Lindsay Krasna, MA EdM RD, CEDRD-S, CDN",nutritionists,"LK Nutrition offers nutrition counseling for children, adolescents and adults. Our specialty areas include: eating disorders, disordered eating, chronic dieting, emotional eating, body image concerns, chronic diseases, intuitive eating, vegetarian nutrition, and general well-being. We work from a Health at Every Size lens and value inclusivity, accessibility, collaboration and ethical care.",lknutrition.com,(347) 349-5619,"808 Union St Ste 3A Brooklyn, NY 11215 ","https://s3-media1.fl.yelpcdn.com/bphoto/VljYP_EG8aqtElJETbhVVA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Vw48oYJJxqZTWByzUMH_cA/o.jpg,","Nutritionists,Dietitians,",Brooklyn,11215
Laura Silver Nutrition,nutritionists,"Laura works with people who are tired of living their lives on a diet and being unhappy with their bodies. Through personalized intuitive eating and body image counseling, she will help you fully nourish your mind and body -- without strict diets and food rules. Laura will help you develop long-term, enjoyable habits around food and movement so you can live a happier and healthier life.",laurabethsilver.com,(516) 320-9024,"1 N 4th Pl Brooklyn, NY 11249 ","https://s3-media4.fl.yelpcdn.com/bphoto/p4dwkI_h3lP8qhLk3Ux01Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9v1E-39XSj6VNDFtL-n6xA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/YtfhpV0YosCC-RMz9ufmnw/o.jpg,","Nutritionists,Dietitians,",Brooklyn,11249
"NourishbyJD, LLC",nutritionists,"NourishbyJD is a wellness practice that specializes in personalized Nutrition Coaching in combination with Reiki.  Food is the most basic form of self care and everyone's body is built differently.  What works for one person may not work for another.  Together, we discover what foods are optimal for your individual body. 

Reiki is a Japanese technique for stress reduction and relaxation that also promotes healing.  It involves light touch and balancing of chakras.  This helps balance your body. Once the body's energy is balanced, the food has an opportunity to do its job to heal and nourish.",nourishbyjd.com,(973) 413-9873,"Hoboken, NJ 07030 ","https://s3-media2.fl.yelpcdn.com/bphoto/WD4MlHUNDlFa9XfFR_GIPg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/VqjgTQDjUvAcZHTcqH8L1g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/OPBCcsLSgqz3Wp9vGu5tnQ/o.jpg,","Reiki,Nutritionists,",Hoboken,07030
Life Mod,nutritionists,"Weight Management, LIFE*MOD Detox Program, Anti-Aging Medicine, Wellness, Nutrition &amp; Supplements, Hormonal Replacement: Synthetic &amp; Bio-Identical, Fitness Evaluation, Body Composition &amp; Analysis, DNA Evaluation of Specific 'Health' Genes, Energy Awareness, Sports Medicine, Physical Therapy Assessment on Posture &amp; Movement Dynamics",lifemod.com,(855) 710-5433,"60 Columbus Dr Fl 2 Jersey City, NJ 07302 ","https://s3-media3.fl.yelpcdn.com/bphoto/SjyGkfOUgc-xcryj51gaDA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/hj_5yYz5SIWuvxU5jtzVvA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/76AqXT1C84b9kvGGX9KF6Q/o.jpg,","Sports Medicine,Nutritionists,IV Hydration,",Jersey City,07302
UpFit Training Academy,nutritionists,"Personalized 4:1 Small Group Training. 7 Day Jump Start for $99.

Upfit is a unique fitness facility, specializing in one on one personal training and small group fitness classes. Our highly vetted and experienced staff is dedicated to your success. Our signature Small Group Training Class is the most effective form of fitness training in the industry. Our clients show increased motivation, consistency, and overall satisfaction with the training program as well as in themselves. While we highly recommend this program, we've also made Personal Training available for those who prefer a 1-on-1 option. Our fitness experts are here to support you through your fitness journey and help you get real results.",upfitacademy.com,(917) 979-9172,"119 W 30th St New York, NY 10001 ","https://s3-media3.fl.yelpcdn.com/bphoto/t1Z6jleuxEapE-gxAaFW-A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/bUNIW1m--DqwaLQQVUWhww/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DjiW9iDXIbodHzbGBW2IoQ/o.jpg,","Trainers,Nutritionists,",New York,10001
Chelsea Nutrition,nutritionists,"Chelsea Nutrition is a NYC based health and wellness private practice focusing on both adult and pediatric nutrition.  Our services include:

Individual (Adult/Pediatric) or Family Nutrition
Meal Plans and Cooking Lessons
Weight Management 
Food Allergy and Intolerance Management 
Medical Nutrition Therapy
Pre and Postnatal Nutrition
Health and Wellness Workshops
Nutrition Consulting 

Our team of Registered Dietitians use extensive clinical and culinary knowledge to help develop individualized, sustainable and practical strategies to help achieve your health and lifestyle goals.",chelsea-nutrition.com,(908) 906-4424,"41 Madison Ave Fl 25 New York, NY 10010 ","https://s3-media2.fl.yelpcdn.com/bphoto/ZNwlJfrAwK-M0YigxoHOaA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ynXn_ImBE-HqlAvRjrm_yg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Oh0tzf5RGPUHzCIb6sMO3g/o.jpg,","Nutritionists,Dietitians,",New York,10010
Jamie Pittman,nutritionists,"Insurance accepted: 
Aetna, Cigna, United Healthcare, Oxford, HIP, GHI, Medicare
- Weight Loss
- Diabetes
- Digestive Disorders
- Food Allergy 
- Menu Planning
- Workshops",coresolutionsnyc.com,(646) 220-6019,"108-12 72nd Ave Forest Hills, NY 11375 ","https://s3-media4.fl.yelpcdn.com/bphoto/GTwPfZ5xYy4pxQur1bQ3Mg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/27hCOgU0NpzhVCNDo91Rxg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/IfALRcI8hlLn2HiUxUnv4g/o.jpg,","Nutritionists,",Forest Hills,11375
